State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Bihar,ARARIA,Khesari,2008,Rabi       ,4787.0,3423.0,0.72
Bihar,GIRIDIH,Niger seed,1998,Kharif     ,250.0,155.0,0.62
West Bengal,COOCHBEHAR,Coconut ,2001,Whole Year ,550.0,1100000.0,2000.0
Chhattisgarh,SUKMA,Moong(Green Gram),2015,Kharif     ,750.0,293.0,0.39
Assam,BARPETA,Other  Rabi pulses,1999,Rabi       ,12642.0,7399.0,0.59
Andhra Pradesh,VISAKHAPATANAM,Dry chillies,2003,Rabi       ,3047.0,4674.0,1.53
Chhattisgarh,DANTEWADA,Mesta,2001,Kharif     ,64.0,137.0,2.14
Uttar Pradesh,GONDA,Moong(Green Gram),2003,Kharif     ,1.0,0.0,0.0
Haryana,GURGAON,Groundnut,2005,Kharif     ,310.0,200.0,0.65
Telangana,WARANGAL,Soyabean,2016,Kharif     ,216.0,252.0,1.17
Mizoram,LAWNGTLAI,Tapioca,2013,Kharif     ,27.0,105.0,3.89
Uttar Pradesh,BULANDSHAHR,Urad,2014,Kharif     ,1571.0,842.0,0.54
Tamil Nadu,COIMBATORE,Maize,1999,Kharif     ,19841.0,22328.0,1.13
Maharashtra,NASHIK,Wheat,2004,Rabi       ,55600.0,81300.0,1.46
Tamil Nadu,PUDUKKOTTAI,Tapioca,2019,Whole Year ,689.0,26038.0,37.79
Haryana,FATEHABAD,Potato,2003,Whole Year ,345.0,8800.0,25.51
Andhra Pradesh,SPSR NELLORE,Sweet potato,2008,Whole Year ,41.0,558.0,13.61
Madhya Pradesh,KHANDWA,Sesamum,2013,Whole Year ,1024.0,495.0,0.48
Madhya Pradesh,GUNA,Urad,2014,Kharif     ,24000.0,16000.0,0.67
Andhra Pradesh,WEST GODAVARI,Castor seed,2000,Kharif     ,276.0,84.0,0.3
Punjab,BATHINDA,Rice,2017,Kharif     ,160000.0,747000.0,4.67
Rajasthan,NAGAUR,other oilseeds,2019,Rabi       ,203480.0,130682.0,0.64
Uttar Pradesh,MAINPURI,Barley,1998,Rabi       ,4264.0,14044.0,3.29
Manipur,TAMENGLONG,Sesamum,2005,Kharif     ,190.0,90.0,0.47
Assam,SIVASAGAR,Small millets,2006,Kharif     ,4.0,3.0,0.75
Jammu and Kashmir,RAJAURI,Peas & beans (Pulses),2001,Rabi       ,7.0,4.0,0.57
Arunachal Pradesh,CHANGLANG,Wheat,2002,Rabi       ,200.0,320.0,1.6
West Bengal,MEDINIPUR WEST,Dry chillies,2004,Whole Year ,5941.0,5804.0,0.98
Madhya Pradesh,INDORE,Maize,2019,Summer     ,510.0,918.0,1.8
Telangana,JANGOAN,Moong(Green Gram),2019,Kharif     ,728.0,653.0,0.9
Nagaland,MOKOKCHUNG,Ginger,2007,Kharif     ,400.0,2870.0,7.18
Uttar Pradesh,KHERI,Gram,2008,Rabi       ,72.0,83.0,1.15
Karnataka,DAVANGERE,Coconut ,2002,Whole Year ,13257.0,58194000.0,4389.68
Odisha,MAYURBHANJ,Rice,2006,Winter     ,263000.0,427000.0,1.62
Karnataka,SHIVAMOGGA,Cotton(lint),1999,Kharif     ,15072.0,27147.0,1.8
Himachal Pradesh,KANGRA,Rice,2019,Kharif     ,34080.0,52824.0,1.55
Gujarat,BHAVNAGAR,Urad,2019,Kharif     ,1196.0,917.0,0.77
Tamil Nadu,COIMBATORE,Cotton(lint),1999,Kharif     ,7627.0,12264.0,1.61
Madhya Pradesh,CHHATARPUR,Wheat,2002,Rabi       ,131359.0,192925.0,1.47
Chhattisgarh,BALODA BAZAR,Coriander,2016,Whole Year ,86.0,33.0,0.38
Madhya Pradesh,BETUL,Sweet potato,2015,Whole Year ,80.0,640.0,8.0
Karnataka,SHIVAMOGGA,Maize,2013,Rabi       ,397.0,1885.0,4.75
Bihar,KATIHAR,Moong(Green Gram),2002,Kharif     ,22.0,13.0,0.59
Jharkhand,HAZARIBAGH,Sugarcane,2011,Whole Year ,56.0,1411.0,25.2
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2005,Rabi       ,10.0,4.0,0.4
Bihar,SUPAUL,Maize,2000,Summer     ,6307.0,18879.0,2.99
Meghalaya,SOUTH GARO HILLS,Maize,2014,Whole Year ,1001.0,1730.0,1.73
Uttar Pradesh,GONDA,Peas & beans (Pulses),2010,Rabi       ,2916.0,3397.0,1.16
Karnataka,CHIKKAMAGALURU,Urad,2006,Kharif     ,754.0,145.0,0.19
Punjab,FATEHGARH SAHIB,Sugarcane,2016,Whole Year ,3000.0,266000.0,88.67
Tamil Nadu,THANJAVUR,Moong(Green Gram),2016,Kharif     ,14.0,11.0,0.79
Nagaland,WOKHA,Maize,2009,Rabi       ,920.0,1340.0,1.46
Gujarat,SURAT,Gram,2011,Rabi       ,1100.0,1200.0,1.09
Tamil Nadu,THIRUVALLUR,Onion,2018,Rabi       ,7.0,38.0,5.43
Karnataka,RAMANAGARA,Ragi,2009,Rabi       ,25.0,59.0,2.36
Odisha,KALAHANDI,Groundnut,2004,Autumn     ,386.0,247.0,0.64
Bihar,DARBHANGA,Moong(Green Gram),2003,Summer     ,7429.0,3202.0,0.43
Uttar Pradesh,BALLIA,Sugarcane,2006,Kharif     ,7497.0,237625.0,31.7
Odisha,MAYURBHANJ,Sesamum,2007,Summer     ,1012.0,210.0,0.21
Telangana,KARIMNAGAR,Tobacco,2015,Rabi       ,38.0,173.0,4.55
Tamil Nadu,ARIYALUR,Cotton(lint),2014,Rabi       ,536.0,1829.0,3.41
Assam,SIVASAGAR,Sugarcane,2002,Whole Year ,109.0,3970.0,36.42
Assam,KAMRUP METRO,Arecanut,2013,Rabi       ,684.0,692.0,1.01
Uttar Pradesh,MIRZAPUR,Maize,1997,Summer     ,4.0,6.0,1.5
Kerala,KOZHIKODE,Tapioca,2000,Whole Year ,4037.0,88366.0,21.89
Tamil Nadu,THENI,Coriander,2009,Whole Year ,63.0,25.0,0.4
Uttarakhand,DEHRADUN,Maize,2018,Kharif     ,6432.0,16091.0,2.5
Maharashtra,THANE,Rice,2008,Summer     ,2600.0,6100.0,2.35
Bihar,BUXAR,Linseed,2010,Rabi       ,597.0,488.0,0.82
Maharashtra,SINDHUDURG,Groundnut,2001,Kharif     ,1500.0,1000.0,0.67
Maharashtra,PARBHANI,Niger seed,2005,Kharif     ,2000.0,400.0,0.2
Tamil Nadu,VIRUDHUNAGAR,Tapioca,2019,Whole Year ,23.0,855.0,37.17
Kerala,KOLLAM,Arecanut,2015,Whole Year ,1930.63,1070.0,0.55
Karnataka,MANDYA,Cotton(lint),2004,Kharif     ,5.0,5.0,1.0
Rajasthan,BIKANER,Cotton(lint),2010,Kharif     ,514.0,876.0,1.7
West Bengal,MEDINIPUR WEST,Maize,2019,Summer     ,470.0,1560.0,3.32
Rajasthan,TONK,Masoor,2007,Rabi       ,66.0,47.0,0.71
Haryana,PANIPAT,Garlic,2015,Whole Year ,100.0,1050.0,10.5
Karnataka,RAICHUR,Maize,2008,Rabi       ,116.0,366.0,3.16
Uttar Pradesh,BARABANKI,Potato,1997,Whole Year ,14417.0,166026.0,11.52
Kerala,ALAPPUZHA,other oilseeds,2002,Whole Year ,135.0,0.0,0.0
Jharkhand,PAKUR,Rice,2005,Winter     ,44117.15,40000.0,0.91
Uttar Pradesh,CHAMOLI,Maize,1998,Kharif     ,182.0,169.0,0.93
Chhattisgarh,DHAMTARI,Bajra,2012,Whole Year ,46.0,1520.0,33.04
Jammu and Kashmir,REASI,Barley,2015,Rabi       ,174.0,159.0,0.92
Uttar Pradesh,BANDA,Dry chillies,2011,Kharif     ,10.0,8.0,0.8
Chhattisgarh,NARAYANPUR,Horse-gram,2015,Kharif     ,1682.0,443.0,0.26
Madhya Pradesh,CHHATARPUR,Potato,2017,Whole Year ,280.5,15.0,0.05
Kerala,ALAPPUZHA,Coconut ,2008,Whole Year ,38859.0,275000000.0,7076.87
Himachal Pradesh,SOLAN,Soyabean,2007,Kharif     ,20.0,34.0,1.7
Madhya Pradesh,ANUPPUR,Arhar/Tur,2003,Kharif     ,3722.0,1895.0,0.51
Bihar,SARAN,Onion,2017,Rabi       ,132.0,1795.0,13.6
Maharashtra,NANDURBAR,Soyabean,2006,Kharif     ,9300.0,8600.0,0.92
Maharashtra,YAVATMAL,Groundnut,2008,Kharif     ,100.0,100.0,1.0
Manipur,IMPHAL WEST,Other Kharif pulses,2008,Kharif     ,66.0,85.0,1.29
Chhattisgarh,KONDAGAON,Sunflower,2012,Kharif     ,8.0,1.0,0.13
Karnataka,DHARWAD,Horse-gram,2014,Kharif     ,250.0,117.0,0.47
Mizoram,MAMIT,Sugarcane,2010,Whole Year ,82.0,118.0,1.44
Uttar Pradesh,KANPUR NAGAR,Bajra,2010,Kharif     ,1203.0,2414.0,2.01
Tamil Nadu,MADURAI,Rice,2001,Kharif     ,68131.0,271590.0,3.99
Bihar,SUPAUL,Rice,2003,Autumn     ,29910.0,37886.0,1.27
Odisha,BOUDH,Ragi,2009,Autumn     ,3.0,2.0,0.5
Meghalaya,WEST JAINTIA HILLS,Tapioca,2013,Kharif     ,22.0,230.0,10.45
Uttar Pradesh,HAPUR,Barley,2017,Rabi       ,360.0,1426.0,3.96
Odisha,SAMBALPUR,Castor seed,2004,Rabi       ,288.0,130.0,0.45
Assam,NALBARI,Cotton(lint),2016,Kharif     ,1.0,1.0,1.0
Madhya Pradesh,JANJGIR-CHAMPA,Linseed,1998,Rabi       ,2600.0,600.0,0.23
Andhra Pradesh,ANANTAPUR,Safflower,1999,Rabi       ,881.0,145.0,0.16
Telangana,JANGOAN,Cowpea(Lobia),2018,Kharif     ,8.0,6.0,0.75
Meghalaya,WEST JAINTIA HILLS,Rice,2019,Winter     ,7956.0,17328.0,2.18
Nagaland,DIMAPUR,Arhar/Tur,2001,Kharif     ,1600.0,1020.0,0.64
Puducherry,KARAIKAL,Rice,2009,Rabi       ,5607.0,11109.0,1.98
Tamil Nadu,THANJAVUR,Cashewnut,2019,Whole Year ,1482.0,330.0,0.22
Rajasthan,BANSWARA,Moong(Green Gram),2008,Kharif     ,18.0,8.0,0.44
Assam,BARPETA,Small millets,2000,Kharif     ,2590.0,1295.0,0.5
Uttar Pradesh,RAMPUR,Masoor,2014,Rabi       ,522.0,253.0,0.48
Bihar,ARWAL,Castor seed,2012,Kharif     ,1.0,1.0,1.0
Arunachal Pradesh,ANJAW,Rice,2019,Kharif     ,3741.0,4069.0,1.09
Manipur,CHANDEL,Sesamum,2002,Kharif     ,30.0,20.0,0.67
Uttar Pradesh,BAHRAICH,Maize,2006,Summer     ,2090.0,2771.0,1.33
Assam,NAGAON,Castor seed,2003,Kharif     ,36.0,14.0,0.39
Uttar Pradesh,GONDA,Dry chillies,2013,Kharif     ,6.0,5.0,0.83
Bihar,BEGUSARAI,Gram,1997,Rabi       ,250.0,208.0,0.83
Chhattisgarh,BEMETARA,Moong(Green Gram),2014,Kharif     ,20.0,6.0,0.3
Uttar Pradesh,SAHARANPUR,Bajra,1997,Kharif     ,140.0,204.0,1.46
Tamil Nadu,PERAMBALUR,Coriander,2019,Whole Year ,45.0,23.0,0.51
Kerala,IDUKKI,Arhar/Tur,2012,Whole Year ,12.0,20.0,1.67
Madhya Pradesh,RAISEN,Bajra,2018,Kharif     ,1.0,3.0,3.0
Gujarat,JUNAGADH,Small millets,2000,Kharif     ,1000.0,200.0,0.2
Tamil Nadu,VELLORE,Horse-gram,2006,Whole Year ,4248.0,2516.0,0.59
Jharkhand,DHANBAD,Maize,2018,Kharif     ,2211.0,5528.0,2.5
Gujarat,SURAT,Other  Rabi pulses,2013,Rabi       ,450.0,315.0,0.7
Madhya Pradesh,MANDLA,Khesari,2010,Rabi       ,2254.0,813.0,0.36
Gujarat,AHMADABAD,Wheat,2019,Rabi       ,156379.0,420609.0,2.69
Andhra Pradesh,WARANGAL,Urad,2008,Rabi       ,1368.0,919.0,0.67
Jammu and Kashmir,BADGAM,Onion,2019,Rabi       ,107.0,266.0,2.49
Assam,JORHAT,Moong(Green Gram),2011,Rabi       ,2110.0,1143.0,0.54
Bihar,GAYA,Groundnut,2001,Kharif     ,20.0,11.0,0.55
Telangana,KHAMMAM,Groundnut,2015,Kharif     ,412.0,949.0,2.3
Uttar Pradesh,AMETHI,Barley,2019,Rabi       ,1200.0,3859.0,3.22
Madhya Pradesh,SHAHDOL,Moong(Green Gram),2006,Kharif     ,30.0,9.0,0.3
Bihar,ROHTAS,Rice,2016,Winter     ,193375.0,640722.0,3.31
Bihar,GOPALGANJ,Potato,2018,Winter     ,651.0,9895.0,15.2
Maharashtra,CHANDRAPUR,Rice,2007,Summer     ,2300.0,6000.0,2.61
Rajasthan,JAIPUR,Tobacco,2015,Whole Year ,1.0,,0.0
Rajasthan,BHILWARA,Other  Rabi pulses,2001,Rabi       ,235.0,234.0,1.0
West Bengal,DINAJPUR DAKSHIN,Horse-gram,1998,Rabi       ,85.0,39.0,0.46
Tamil Nadu,VILLUPURAM,Small millets,2017,Rabi       ,17.0,10.0,0.59
Madhya Pradesh,PANNA,Rapeseed &Mustard,2017,Rabi       ,12600.0,10870.0,0.86
Jammu and Kashmir,RAJAURI,Garlic,2009,Rabi       ,56.0,52.0,0.93
Chhattisgarh,RAIPUR,Sunflower,2007,Kharif     ,276.0,100.0,0.36
Uttarakhand,UDAM SINGH NAGAR,Rice,2007,Summer     ,12317.0,41705.0,3.39
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Rice,1999,Kharif     ,15049.0,32261.0,2.14
Bihar,PURBI CHAMPARAN,Onion,2016,Rabi       ,679.0,10287.0,15.15
Chhattisgarh,DANTEWADA,Groundnut,2010,Kharif     ,1.0,1.0,1.0
Kerala,WAYANAD,Black pepper,2018,Whole Year ,9939.49,3123.0,0.31
Rajasthan,JHUNJHUNU,Barley,1999,Rabi       ,5238.0,8815.0,1.68
Madhya Pradesh,TIKAMGARH,Garlic,2007,Whole Year ,43.0,93.0,2.16
Rajasthan,DUNGARPUR,Bajra,2007,Kharif     ,126.0,104.0,0.83
Gujarat,JAMNAGAR,Dry chillies,1998,Whole Year ,4500.0,4400.0,0.98
West Bengal,DINAJPUR DAKSHIN,Groundnut,2018,Summer     ,182.0,563.0,3.09
Kerala,WAYANAD,Black pepper,2003,Whole Year ,42287.0,12173.0,0.29
Uttar Pradesh,KANNAUJ,Rapeseed &Mustard,2010,Rabi       ,8086.0,10892.0,1.35
Rajasthan,BIKANER,Barley,2013,Rabi       ,4015.0,9749.0,2.43
Nagaland,PEREN,Mesta,2013,Kharif     ,220.0,250.0,1.14
Telangana,RAJANNA,Maize,2016,Kharif     ,5592.0,25399.0,4.54
Chhattisgarh,KORBA,Peas & beans (Pulses),2014,Rabi       ,204.0,74.0,0.36
Bihar,PATNA,Rice,2018,Autumn     ,242.0,331.0,1.37
Manipur,IMPHAL WEST,Sugarcane,2000,Whole Year ,280.0,9150.0,32.68
Haryana,YAMUNANAGAR,Peas & beans (Pulses),2010,Rabi       ,31.0,,0.0
Karnataka,MANDYA,Horse-gram,2014,Kharif     ,8562.0,3717.0,0.43
Bihar,BANKA,Potato,1997,Whole Year ,1501.0,11656.0,7.77
Uttar Pradesh,SHAMLI,Onion,2014,Rabi       ,24.0,367.0,15.29
West Bengal,MEDINIPUR WEST,Safflower,2009,Rabi       ,80.0,56.0,0.7
Bihar,SHEOHAR,Small millets,2016,Kharif     ,56.0,42.0,0.75
Assam,SONITPUR,Urad,2016,Rabi       ,4070.0,3325.0,0.82
West Bengal,DARJEELING,Wheat,2003,Rabi       ,2945.0,4957.0,1.68
Tamil Nadu,ERODE,Coriander,2004,Whole Year ,4.0,2.0,0.5
Odisha,CUTTACK,Horse-gram,2018,Winter     ,952.0,521.0,0.55
Tamil Nadu,NAMAKKAL,Onion,2009,Whole Year ,2088.0,26733.0,12.8
Jharkhand,EAST SINGHBUM,Rice,2003,Autumn     ,207599.95,158468.0,0.76
Madhya Pradesh,GUNA,Maize,2000,Kharif     ,26259.0,50882.0,1.94
West Bengal,MEDINIPUR WEST,Peas & beans (Pulses),2005,Rabi       ,26.0,33.0,1.27
Tamil Nadu,TIRUVANNAMALAI,Arhar/Tur,1998,Kharif     ,9287.0,6761.0,0.73
Maharashtra,SATARA,Rice,2016,Kharif     ,47000.0,82100.0,1.75
Tamil Nadu,THANJAVUR,Ragi,2011,Kharif     ,1.0,3.0,3.0
Nagaland,KOHIMA,Potato,2002,Whole Year ,390.0,3940.0,10.1
Maharashtra,SATARA,Groundnut,2019,Summer     ,2418.0,4877.0,2.02
Maharashtra,WARDHA,Cotton(lint),2000,Kharif     ,140400.0,159400.0,1.14
Karnataka,BAGALKOTE,Maize,2003,Summer     ,1515.0,3310.0,2.18
Chhattisgarh,RAJNANDGAON,Gram,2008,Rabi       ,40602.0,26445.0,0.65
Uttar Pradesh,MUZAFFARNAGAR,Turmeric,2016,Rabi       ,34.0,45.0,1.32
Uttar Pradesh,CHANDAULI,Moong(Green Gram),2008,Kharif     ,21.0,8.0,0.38
Karnataka,BELAGAVI,Maize,2008,Rabi       ,37921.0,119848.0,3.16
Karnataka,BELAGAVI,Sunflower,2014,Kharif     ,6253.0,4295.0,0.69
Odisha,DHENKANAL,Ginger,2004,Kharif     ,295.0,531.0,1.8
Arunachal Pradesh,KURUNG KUMEY,Maize,2013,Kharif     ,134.0,197.0,1.47
Uttar Pradesh,BIJNOR,Bajra,2011,Kharif     ,3.0,3.0,1.0
Uttar Pradesh,SONBHADRA,Jowar,2001,Kharif     ,2215.0,1398.0,0.63
Uttar Pradesh,GONDA,Rapeseed &Mustard,2006,Rabi       ,7261.0,6736.0,0.93
Mizoram,CHAMPHAI,Rice,1998,Kharif     ,5722.0,9403.0,1.64
Assam,MARIGAON,Rice,2009,Winter     ,31617.0,44801.0,1.42
Uttar Pradesh,SULTANPUR,Sugarcane,2014,Kharif     ,10951.0,648825.0,59.25
Karnataka,KOLAR,Banana,2000,Whole Year ,481.0,8842.0,18.38
Maharashtra,CHANDRAPUR,Gram,2007,Rabi       ,33300.0,20200.0,0.61
Bihar,SITAMARHI,Maize,2015,Rabi       ,4044.0,18489.0,4.57
Tamil Nadu,KARUR,Banana,2009,Whole Year ,5277.0,234650.0,44.47
Bihar,ARWAL,Rice,2008,Autumn     ,10.0,13.0,1.3
Odisha,NAYAGARH,Jowar,1999,Kharif     ,80.0,50.0,0.63
Tripura,KHOWAI,Jute,2018,Kharif     ,48.0,428.0,8.91
Uttar Pradesh,AMROHA,Rapeseed &Mustard,1998,Rabi       ,1886.0,1769.0,0.94
Rajasthan,PALI,Garlic,2001,Whole Year ,19.0,26.0,1.37
Madhya Pradesh,CHHINDWARA,Other Cereals,2016,Kharif     ,4000.0,2000.0,0.5
Uttar Pradesh,MAHOBA,Rice,1998,Kharif     ,869.0,1408.0,1.62
Andhra Pradesh,SPSR NELLORE,Small millets,2019,Rabi       ,53.0,43.0,0.81
Uttar Pradesh,MIRZAPUR,Moong(Green Gram),2019,Kharif     ,205.0,59.0,0.29
Maharashtra,AURANGABAD,Niger seed,2004,Kharif     ,400.0,100.0,0.25
Maharashtra,GADCHIROLI,Jowar,2001,Rabi       ,8800.0,3900.0,0.44
Bihar,PASHCHIM CHAMPARAN,Rice,2005,Autumn     ,60970.0,75796.0,1.24
Bihar,MADHEPURA,Jute,2012,Kharif     ,5022.0,63194.0,12.58
Nagaland,ZUNHEBOTO,Other Cereals,2019,Rabi       ,30.0,30.0,1.0
Andhra Pradesh,ANANTAPUR,Onion,2002,Rabi       ,401.0,7192.0,17.94
Uttarakhand,NAINITAL,Maize,2004,Kharif     ,4899.0,9745.0,1.99
Assam,BAKSA,Gram,2006,Rabi       ,118.0,53.0,0.45
Uttar Pradesh,FAIZABAD,Maize,2003,Summer     ,1282.0,1752.0,1.37
Tamil Nadu,COIMBATORE,Ragi,1999,Kharif     ,419.0,449.0,1.07
Nagaland,PEREN,Masoor,2015,Rabi       ,180.0,150.0,0.83
Uttar Pradesh,GHAZIPUR,Tobacco,2016,Rabi       ,7.0,31.0,4.43
Assam,TINSUKIA,Peas & beans (Pulses),2015,Rabi       ,1600.0,1555.0,0.97
Assam,CHIRANG,Masoor,2010,Rabi       ,1382.0,714.0,0.52
Madhya Pradesh,SINGRAULI,Groundnut,2018,Kharif     ,32.0,41.0,1.28
Chhattisgarh,KORBA,Urad,2017,Rabi       ,5.0,2.0,0.4
Uttar Pradesh,BAREILLY,Turmeric,2016,Rabi       ,55.0,73.0,1.33
Rajasthan,JAIPUR,Garlic,1999,Whole Year ,95.0,187.0,1.97
Andhra Pradesh,VISAKHAPATANAM,Onion,2002,Rabi       ,137.0,1725.0,12.59
Uttar Pradesh,FAIZABAD,Urad,2011,Kharif     ,1712.0,912.0,0.53
Maharashtra,BULDHANA,Gram,2011,Rabi       ,48100.0,40300.0,0.84
Andhra Pradesh,RANGAREDDI,Coriander,2001,Whole Year ,343.0,168.0,0.49
Bihar,NALANDA,Potato,2019,Rabi       ,3121.0,84052.0,26.93
Maharashtra,SOLAPUR,Soyabean,2019,Kharif     ,34910.0,22193.0,0.64
Uttar Pradesh,DEORIA,Wheat,2010,Rabi       ,148681.0,440839.0,2.96
Tamil Nadu,TIRUNELVELI,Cashewnut,2016,Whole Year ,3312.0,67.0,0.02
Madhya Pradesh,HOSHANGABAD,Sugarcane,2003,Whole Year ,402.0,12820.0,31.89
Bihar,BUXAR,Barley,2017,Rabi       ,1644.0,3059.0,1.86
Gujarat,MAHESANA,Guar seed,2004,Whole Year ,11800.0,10900.0,0.92
Manipur,SENAPATI,Masoor,2014,Rabi       ,52.0,39.0,0.75
Odisha,JHARSUGUDA,Sugarcane,2010,Winter     ,34.0,2920.0,85.89
Tamil Nadu,VIRUDHUNAGAR,Turmeric,2004,Whole Year ,2.0,11.0,5.5
Andhra Pradesh,KADAPA,Jowar,2012,Kharif     ,3000.0,7000.0,2.33
Uttarakhand,CHAMPAWAT,Rice,2006,Kharif     ,10109.0,12137.0,1.2
Odisha,KHORDHA,Rice,2019,Summer     ,590.0,1970.0,3.34
Andhra Pradesh,VISAKHAPATANAM,Rice,1999,Rabi       ,3053.0,10836.0,3.55
Uttar Pradesh,AMROHA,Jowar,1997,Kharif     ,78.0,84.0,1.08
Maharashtra,BHANDARA,Urad,2013,Kharif     ,100.0,40.0,0.4
Madhya Pradesh,MORENA,Wheat,2009,Whole Year ,81506.0,179778.0,2.21
Nagaland,MOKOKCHUNG,Other Kharif pulses,2008,Kharif     ,90.0,70.0,0.78
Rajasthan,UDAIPUR,Sugarcane,2001,Whole Year ,366.0,17742.0,48.48
Tamil Nadu,VILLUPURAM,Sesamum,2002,Kharif     ,7504.0,3231.0,0.43
Karnataka,BAGALKOTE,Horse-gram,2006,Rabi       ,2017.0,234.0,0.12
Uttar Pradesh,BALRAMPUR,Urad,2018,Summer     ,30.0,24.0,0.8
Karnataka,CHIKKAMAGALURU,Onion,2014,Kharif     ,7343.0,38374.0,5.23
Madhya Pradesh,SINGRAULI,Small millets,2015,Kharif     ,15000.0,10000.0,0.67
Karnataka,UTTARA KANNADA,Maize,2016,Rabi       ,60.0,180.0,3.0
Haryana,FATEHABAD,Potato,2002,Whole Year ,255.0,6500.0,25.49
Odisha,GANJAM,Niger seed,2000,Rabi       ,380.0,190.0,0.5
Tamil Nadu,THE NILGIRIS,Garlic,2009,Whole Year ,65.0,361.0,5.55
Chhattisgarh,KANKER,Maize,2008,Kharif     ,8235.0,14918.0,1.81
Gujarat,BHARUCH,Dry chillies,2001,Whole Year ,400.0,300.0,0.75
Madhya Pradesh,CHHATARPUR,Soyabean,2013,Kharif     ,88287.0,52767.0,0.6
Karnataka,DHARWAD,Coconut ,2018,Whole Year ,417.0,2953000.0,7081.53
Andhra Pradesh,VISAKHAPATANAM,Dry chillies,2016,Kharif     ,302.0,423.0,1.4
Rajasthan,TONK,Moong(Green Gram),2011,Kharif     ,78011.0,29944.0,0.38
Bihar,AURANGABAD,Urad,2017,Kharif     ,2.0,2.0,1.0
Madhya Pradesh,NARSINGHPUR,Jowar,2008,Kharif     ,3088.0,6521.0,2.11
Uttar Pradesh,RAE BARELI,Tobacco,2014,Summer     ,1.0,3.0,3.0
Uttar Pradesh,FIROZABAD,Wheat,2011,Rabi       ,104278.0,376548.0,3.61
Maharashtra,PUNE,Safflower,1999,Rabi       ,18900.0,10800.0,0.57
Bihar,LAKHISARAI,Mesta,2005,Kharif     ,39.0,384.0,9.85
Rajasthan,BIKANER,Jowar,2003,Kharif     ,1998.0,1426.0,0.71
Tamil Nadu,PERAMBALUR,Urad,2007,Whole Year ,1268.0,285.0,0.22
Mizoram,LAWNGTLAI,Tobacco,2018,Kharif     ,50.0,61.0,1.22
Odisha,SAMBALPUR,Groundnut,2005,Summer     ,98.0,119.0,1.21
Assam,BAKSA,Peas & beans (Pulses),2015,Rabi       ,1385.0,1310.0,0.95
Madhya Pradesh,DHAR,Urad,2013,Rabi       ,1.0,,0.0
Andhra Pradesh,KURNOOL,Tobacco,2018,Rabi       ,5067.0,6699.0,1.32
Andhra Pradesh,MAHBUBNAGAR,Dry chillies,1998,Kharif     ,9500.0,11800.0,1.24
Meghalaya,WEST KHASI HILLS,Wheat,2014,Rabi       ,5.0,7.0,1.4
Uttar Pradesh,BANDA,Peas & beans (Pulses),2011,Rabi       ,1432.0,1400.0,0.98
Uttar Pradesh,BAREILLY,Gram,2010,Rabi       ,12.0,10.0,0.83
Andhra Pradesh,GUNTUR,Rice,2005,Kharif     ,288879.0,892636.0,3.09
Assam,UDALGURI,Jute,2008,Kharif     ,5056.0,48963.0,9.68
Assam,DIMA HASAO,Sesamum,2016,Kharif     ,973.0,673.0,0.69
Uttar Pradesh,BALLIA,Onion,1997,Kharif     ,583.0,5764.0,9.89
Haryana,HISAR,Rapeseed &Mustard,2000,Rabi       ,33038.0,46000.0,1.39
Punjab,FATEHGARH SAHIB,Maize,2003,Kharif     ,1000.0,3000.0,3.0
Uttar Pradesh,LUCKNOW,Onion,2005,Whole Year ,188.0,2409.0,12.81
Karnataka,GADAG,Rice,1998,Summer     ,227.0,678.0,2.99
Maharashtra,OSMANABAD,Rice,2003,Kharif     ,18000.0,2600.0,0.14
Sikkim,WEST DISTRICT,Small millets,2007,Kharif     ,770.0,780.0,1.01
Karnataka,HASSAN,Sunflower,2009,Rabi       ,840.0,521.0,0.62
Himachal Pradesh,KULLU,Urad,2002,Kharif     ,1085.0,52.0,0.05
Andhra Pradesh,KADAPA,Arhar/Tur,2008,Kharif     ,10488.0,839.0,0.08
Uttarakhand,TEHRI GARHWAL,Rice,2020,Kharif     ,10255.0,25712.0,2.51
Odisha,SUNDARGARH,Sunflower,2001,Rabi       ,540.0,590.0,1.09
Karnataka,UDUPI,Moong(Green Gram),1998,Rabi       ,873.0,391.0,0.45
Assam,DIMA HASAO,Banana,2009,Whole Year ,790.0,11455.0,14.5
Uttar Pradesh,GAUTAM BUDDHA NAGAR,Bajra,1997,Kharif     ,12297.0,16377.0,1.33
Uttar Pradesh,KANPUR NAGAR,Urad,2017,Kharif     ,6697.0,4608.0,0.69
Karnataka,KALABURAGI,Horse-gram,1999,Kharif     ,2447.0,672.0,0.27
Tamil Nadu,KANCHIPURAM,Horse-gram,1998,Kharif     ,243.0,122.0,0.5
Meghalaya,WEST GARO HILLS,Cotton(lint),2007,Kharif     ,4379.0,4128.0,0.94
Karnataka,BAGALKOTE,Moong(Green Gram),2018,Kharif     ,40834.0,8534.0,0.21
Jammu and Kashmir,UDHAMPUR,Bajra,2011,Kharif     ,102.0,61.0,0.6
Telangana,NIZAMABAD,Jowar,2015,Rabi       ,4885.0,4377.0,0.9
Karnataka,UDUPI,Cowpea(Lobia),2012,Rabi       ,159.0,53.0,0.33
